date;cod_cliente;cliente_nome;alunos_ativos;total_em_recebiveis;total_conta_pagar;total_valor_cartao_credito_maquina;total_valor_cartao_credito_recorrencia
2020/01;3509;Vassalos CrossFit;133;20716;;5145;560
2020/01;3524;Polar Fit Club;380;28353;;701;9257
2020/01;3529;X-RUN Team;63;12229;;0;0
2020/01;3537;Arena Sparta;0;0;;0;0
2020/01;3538;CrossFit Pinheiros;109;30153;;5551;17302
2020/01;3539;Parque 7788 CrossFit;67;17114;;15992;0
2020/01;3542;CrossFit Vivá;89;22350;;7672;0
2020/01;3544;Academia Aperfeisuando;218;18583;;1228;0
2020/01;3545;Zaganelli jiu-jitsu Vitoria -ES;65;6302;;1963;0
2020/01;3547;Crossfit High Pulse - Irati;89;13716;;6390;0
2020/01;3548;CrossFit Kruger;86;20220;;1744;12638
2020/01;3555;CT Malvadeza;141;16054;;0;0
2020/01;3566;CrossFit Brusque;127;27108;;11779;0
2020/01;3571;Crossfit Piracicaba;328;63767;;33769;14027
2020/01;3572;CROSSFIT BUTANTA;153;35485;;0;11079
2020/01;3574;LIQUID ONE;31;3801;;0;3381
2020/01;3576;CrossFit GU Gama;261;39247;;8772;0
2020/01;3583;LACQUA;119;36058;;0;0
2020/01;3584;META TREINE;37;9023;;0;0
2020/01;3585;Cia Fit;223;24630;;8208;0
2020/01;3586;Crossfit Bars N Rings;48;14341;;2075;9543
2020/01;3591;Allinea Pilates;139;46536;;0;0
2020/01;3595;Champion Training;25;4396;;0;0
2020/01;3600;Stone fit centro de treinamento;43;6015;;0;0
2020/01;3604;CF Betterlife;92;14210;;0;0
2020/01;3641;UBKN FITNESS;24;3720;;0;0
2020/01;3645;Espaço Vibre;116;136073;;12802;7
2020/01;3649;CrossFit Gade;88;16080;;180;838
2020/01;3650;Rústica;68;20331;;2043;2960
2020/01;3651;Ct Energia Thai Leonardo Team;75;8575;;0;0
2020/01;3652;CH TRAINING BOX;97;21004;;0;0
2020/01;3676;Life+ Cross Training;39;4747;;832;0
2020/01;3696;CT VIKINGS BOX 01;56;8804;;0;0
2020/01;3705;3050 CrossFit;206;73993;;6608;54846
2020/01;3720;Vida Ativa Oficina de Saúde;135;18231;;1318;0
2020/01;3721;RITMEI CAMBUI;113;19206;;7091;6571
2020/01;3725;Empire Training;52;6595;;0;0
2020/01;3737;RTF Studio;62;12365;;0;0
2020/01;3739;HM PERSONAL STUDIO;60;7632;;2008;480
2020/01;3742;Funcional Academia Personalizada;76;21364;;13748;0
2020/01;3753;4ALL Gym & Wellness;231;19045;;2960;0
2020/01;3754;Crossfit Pumawari;58;15910;;10712;0
2020/01;3783;Olímpia Fitness;215;26624;;0;17370
2020/01;3788;IAR CROSS TRAINING;87;8008;;4982;1272
2020/01;3796;BOX Full Energy - Treinamento Funcional e Nutrição;100;12036;;7142;0
2020/01;3814;Dojo Fight;39;23758;;4129;0
2020/01;3841;Bôtos GYM - Piúma;314;33154;;2184;11233
2020/01;3848;CrossFit 567 - Campeche;127;26490;;18625;430
2020/01;3863;Bini Sports & Escola Coxa;95;8477;;82;0
2020/01;3864;CFJF2;84;17623;;7212;0
2020/01;3865;DRAIOHN TREINAMENTO FÍSICO FUNCIONAL;33;14556;;1968;0
2020/01;3866;K2 Trindade;40;10429;;0;9262
2020/01;3890;Fullife Treinamento Físico Personalizado;51;15375;;0;0
2020/01;3892;Brave Community Fitness;119;45947;;25878;0
2020/01;3895;TUDORS CROSSFIT E LANCHONETE LTDA;215;54628;;2278;39629
2020/02;1;ACADEMIA CLUB FITNESS CURITIBA;239;22193;1417;4439;4155
2020/02;3;18 PHD SPORTS - AV. MARINGÁ - PINHAIS 3;815;67646;76618;19210;30006
2020/02;4;LIVING FITNESS;270;21250;0;11747;3371
2020/02;5;04 PHD SPORTS - JOÃO NEGRÃO - CENTRO 5;563;43187;29130;3991;18245
2020/02;8;Associação Atlética Banco do Brasil;144;0;0;0;0
2020/02;10;ACADEMIA ONE;981;128871;142688;10101;77911
2020/02;11;UELFIT Academia;173;15303;0;0;0
2020/02;12;MEGA FITNESS;253;30847;0;13779;4392
2020/02;14;ENERGYN ACADEMIA;1335;140243;0;49227;53088
2020/02;15;Power Fit Academia;497;49352;0;0;91
2020/02;18;Academia 4Fitness;200;22675;;9651;1620
2020/02;21;ESPACO ATIVO;309;20404;;7043;0
2020/02;24;10 PHD SPORTS - ALTO DA XV 24;401;51499;;6753;31791
2020/02;27;The Factory Gym;428;74807;;46958;14835
2020/02;42;ACADEMIA FENIX;391;54999;;10567;0
2020/02;47;JF STRONG GYM;414;33125;;6397;0
2020/02;53;INFITINESS ACADEMIA;418;36158;;10425;12618
2020/02;54;HR STUDIO;70;18115;;0;10407
2020/02;58;World Gym;1161;159997;;131146;0
2020/02;59;Academia Oxygym;886;100256;;61928;7608
2020/02;63;ACADEMIA IMPACTO;117;8041;;1435;0
2020/02;68;Ace Fit Club;432;35370;;13921;0
2020/02;78;ASSOCIACAO BUJIN DO KAN DE KARATE;0;0;;;
2020/02;79;CT MOVE TREINAMENTO FUNCIONAL;89;14889;;3541;6979
2020/02;81;BE BOLD HARDTRAINING;73;8676;;5585;972
2020/02;82;CENTRO DE KRAV MAGA DO PARANA;165;31712;;1618;14764
2020/02;89;CrossFit SANJA;165;27898;;1812;19080
2020/02;91;STRIKER'S HOUSE;299;19092;;1957;0
2020/02;93;AQUAFLEX ACADEMIA;900;86529;;39563;2062
2020/02;98;BRAVUS CLUB;270;49265;;6309;36925
2020/02;105;DMIX FITNESS 1;259;18124;;6281;900
2020/02;107;CENA;477;85209;;59747;0
2020/02;110;FIT COMPANY;1647;136081;;77885;0
2020/02;111;FIELD FITNESS;551;43981;;25279;2752
2020/02;112;CWB Defense;132;22368;;1777;11490
2020/02;119;FISIOMASTER JARDIM;502;141574;;60134;997
2020/02;124;Galpão 898;78;13187;;7064;0
2020/02;125;SPACE GYM BACACHERI;803;70952;;49331;3057
2020/02;128;THE KING GYM;360;26834;;5916;9108
2020/02;129;LIFE TEAM;188;14220;;5124;297
2020/02;133;NARA GUEDES BRANDAO - ME;72;15923;;0;0
2020/02;134;ACADEMIA UP BY GURIK;338;25439;;8280;2942
2020/02;153;Fisiomaster Praia;407;82530;;44833;6581
2020/02;161;Esporte Clube XV de Novembro de Jaú;118;8340;;0;0
2020/02;163;CIA DO CORPO ACADEMIA;265;13180;;0;0
2020/02;166;Hama Pilates Sede;176;49691;;0;0
2020/02;171;Bio Aventura;384;36724;;10112;7015
2020/02;176;Torga Squash Fit;336;41775;;0;0
2020/02;177;Natural Done;88;17397;;162;11078
2020/02;179;CROSSFIT PORTAO;167;25028;;14266;8925
2020/02;181;06 PHD SPORTS - FILIPINAS - CAJURU 181;401;34263;;2993;21693
2020/02;190;Wah Lum Kung Fu Brasil;20;3132;;693;0
2020/02;200;Escola HidrosFera - Natação e Hidroginástica;766;105661;;0;0
2020/02;202;CF GALÁTICOS;55;9570;;6824;1564
2020/02;204;Academia Thai Brasil;886;87448;;63350;4641
2020/02;221;SIMIONI TEAM;162;11498;;3159;0
2020/02;226;Academia Fênix;186;14382;;1185;0
2020/02;227;BLACK BELT MMA SCHOOL;216;20122;;12322;233
2020/02;230;Xperience Sports Center;117;12970;;1126;7413
2020/02;233;Academia Corpus;275;19906;;6281;55
2020/02;239;ZANELLA FITNESS;922;57671;;33571;0
2020/02;261;PARREIRAS SPORTS e COMMUNITY FIT;209;11822;;5725;0
2020/02;264;Training Tech Fitness Center;249;69791;;22765;12274
2020/02;266;SPORT COMPANY NATAÇÃO E GINASTICA S/C LTDA;170;13743;;2716;0
2020/02;269;GALLE PERSONAL STUDIO;8;5110;;0;0
2020/02;280;Academia Vip Fit;429;41615;;5576;21289
2020/02;290;CLÍNICA SENIOR GYM;109;33296;;23225;0
2020/02;297;Academia Workout Fit;182;11973;;1119;0
2020/02;299;Academia Movimentacao;1844;186952;;13379;124740
2020/02;300;Cross Roncador;198;28220;;5419;6450
2020/02;301;Academia Physical Life;431;35508;;14794;4624
2020/02;304;MUSCLE PLUS ACADEMIA;195;18764;;7782;0
2020/02;309;ACADEMIA LB ESPORTES;430;53907;;19913;895
2020/02;311;TopFlex Academia;189;10773;;2000;1798
2020/02;312;CHINA TEAM;69;8634;;868;3024
2020/02;313;Conquiste Saúde;568;55037;;1365;40994
2020/02;323;Academia VIVA+;527;37472;;22795;86
2020/02;327;OMNI ACADEMIA;235;27932;;7146;14347
2020/02;329;IMPERIO FITNESS;92;5129;;363;0
2020/02;338;Academia Mbrasil;812;76419;;33414;1357
2020/02;341;StrongerFit;582;38239;;0;0
2020/02;342;ACADEMIA SHAPE;323;25579;;2360;14987
2020/02;349;BODY ONE FIT;402;35616;;10960;6596
2020/02;361;Cia da Forma;609;51707;;19443;4075
2020/02;373;UNDER PRESSURE;205;17456;;3805;4440
2020/02;378;Espaço Mov;37;28205;;0;0
2020/02;379;ACADEMIA CORPORYUM;522;39948;;9944;23274
2020/02;388;Academia Sparta fit;30;4124;;2108;0
2020/02;412;FIT COMPANY (FILIAL);841;65426;;38848;3802
2020/02;416;Bona Crossfit;275;42510;;2158;13755
2020/02;418;NATSU ACADEMIA;577;58351;;16330;0
2020/02;426;Greenfit Academia;300;23974;;5868;5311
2020/02;428;Via Água Club;366;116420;;14996;0
2020/02;431;Elton Marinato Studio Funcional;55;9133;;0;480
2020/02;432;PER4MANCE ACADEMIA;307;30063;;6693;0
2020/02;435;FORCE FITNESS;277;23295;;5190;0
2020/02;436;07 PHD SPORTS - PEDRO IVO - CENTRO 436;360;30702;;4576;13246
2020/02;439;Battlefield Gym;50;6716;;4121;1676
2020/02;447;CrossFit Lion's Fire;151;28597;;8223;12632
2020/02;450;Vitae Academia;354;23720;;10492;0
2020/02;451;Crossfit V6;249;48490;;30659;0
2020/02;452;EFFICIENCY GYM;446;33561;;12734;0
2020/02;453;09 PHD SPORTS - GUABIROTUBA 453;546;54136;;2752;45761
2020/02;454;UPLAY FITNESS - GUARAPUAVA;1463;125939;;87762;2323
2020/02;458;FIVE ONE FITNESS;410;48547;;22288;6427
2020/02;463;Alliance Lago Norte;32;6752;;5369;0
2020/02;466;OnLife Funcional Fitness Clube;291;43762;;1961;10010
2020/02;467;ESPAÇO ATIVO PILATES;59;16191;;1315;4792
2020/02;472;XTREME FIGHT & FITNESS;254;19211;;9758;0
2020/02;473;DASFIT TREINAMENTO FUNCIONAL;108;23939;;5660;6275
2020/02;474;INSANIT GYM;82;12923;;5669;1208
2020/02;480;FLAME POLE STUDIO;42;2960;;0;0
2020/02;481;UPLAY FITNESS - PINHAIS;908;83642;;42246;2747
2020/02;495;19 PHD SPORTS - LEOPOLDO JACOMEL - PINHAIS 495;822;85137;;11716;49819
2020/02;497;EAGLES CROSS TRAINING;123;13938;;7040;0
2020/02;499;Ecolife Saude;50;19039;;11554;590
2020/02;503;Flow Inn Estudio;1;3323;;201;0
2020/02;541;FIT PREMIUM - MERCES;399;60309;;34065;18592
2020/02;543;ACADEMIA GIGAFIT;306;29085;;11028;0
2020/02;546;Cl Fitness;23;15963;;0;0
2020/02;549;Academia Via Mulher;99;7309;;2580;494
2020/02;591;Academia Max Sports;238;11694;;1095;0
2020/02;622;WM FItness;983;75181;;32908;19053
2020/02;631;CROSS EXTRA HARD;136;14317;;0;0
2020/02;640;ACADEMIA CGE;522;37594;;7128;0
2020/02;671;Una Studio;21;4902;;0;4162
2020/02;677;Crossfit Kerberos;99;25519;;14273;0
2020/02;678;Studio Personality;34;9582;;0;4036
2020/02;682;Graciosa Country Club;544;0;;0;0
2020/02;704;WM HEALTH;296;26544;;17507;1192
2020/02;728;F2 Academia;118;21646;;3404;0
2020/02;732;Joy - Treinamento Funcional e Pilates;60;5788;;146;0
2020/02;786;Moove Treinamento Funcional;40;9130;;2070;3413
2020/02;790;Academia Body Fit - Unidade 1;382;39178;;19592;524
2020/02;803;KOMANDOS BRASILFIT;89;6222;;171;3190
2020/02;818;UP! Fitness;381;26053;;6825;0
2020/02;820;RH PRO STUDIO;162;27382;;0;8561
2020/02;826;Studio Chronos Panamby;55;26836;;9220;0
2020/02;833;Crossfit Silver Lake;71;12205;;0;0
2020/02;858;IMA;51;4248;;0;1597
2020/02;860;STRONGER CROSS;54;8429;;606;4437
2020/02;861;ESCOLINHA DE FUTEBOL AMÉRICA;96;10944;;4560;960
2020/02;866;EQUILIBRIUM SPRADA;826;52940;;3924;26999
2020/02;875;Cerrado Crossfit;56;17634;;0;0
2020/02;893;Fênix Centro de Treinamento;39;6075;;1287;0
2020/02;902;03 PHD SPORTS - SANTA QUITÉRIA 902;652;54376;;5233;35295
2020/02;907;WS NATAÇÃO;685;112977;;46580;0
2020/02;910;Vstrong;145;24711;;2866;16591
2020/02;917;Forseti Centro de Treinamento;238;23790;;5475;3966
2020/02;940;02 PHD SPORTS - REBOUÇAS 940;837;74772;;11869;39522
2020/02;945;01 PHD SPORTS - BACACHERI 945;371;31673;;5284;19337
2020/02;947;Clínica do Movimento;39;14235;;0;0
2020/02;952;Academia S5;356;19243;;152;4904
2020/02;971;MB ASSESSORIA ESPORTIVA;46;3979;;0;0
2020/02;973;CrossFit City Wolves;234;33969;;19896;0
2020/02;977;M1 FITNESS CENTER;265;49808;;750;28651
2020/02;981;TOPLIFE ACADEMIA;187;15849;;7851;0
2020/02;997;Nobre Arte Academia de Boxe;182;25452;;15074;0
2020/02;1015;Academia Fitness Plus;380;33293;;2872;24381
2020/02;1017;EQUILIBRIUM FERRARIA;562;36681;;1526;22929
2020/02;1033;CrossFit Vingadores;165;20015;;0;11185
2020/02;1049;CF Piumhi;170;35635;;0;0
2020/02;1057;ACADEMIA SMART FIT;284;18684;;4980;0
2020/02;1075;Black Box Training;84;28704;;0;13308
2020/02;1086;CROSSFIT HARDBREAK;153;34407;;8374;15268
2020/02;1100;ARENA ONE ACADEMIA;334;32180;;12016;7718
2020/02;1118;PROFIT STUDIO;163;47885;;10459;0
2020/02;1123;Academia Oxy Place;932;103995;;43817;40912
2020/02;1146;Break Limits;62;13361;;565;2903
2020/02;1151;Corpo funcional cross;67;6579;;5285;0
2020/02;1152;HIIT FITNESS;182;12751;;1535;518
2020/02;1163;K2 Itacorubi;86;19681;;0;4104
2020/02;1177;Tribo Fitness Chácara;53;12991;;6043;2918
2020/02;1182;Eik? Artes Marciais;175;27729;;10206;0
2020/02;1190;Academia Quality Body;395;29640;;18833;0
2020/02;1191;CROSSFIT FIRE HAWKS;54;16719;;695;14285
2020/02;1219;studio fitness monise glatzl;54;28336;;13115;0
2020/02;1228;Viva Pilates SP;18;9338;;0;0
2020/02;1232;Vibe Cross Training;37;3363;;0;152
2020/02;1246;EVOLUA IÇARA;72;16379;;0;0
2020/02;1250;TRIBO GUARUJÁ;141;21361;;0;17182
2020/02;1254;Focus Academia;598;46017;;1538;36247
2020/02;1272;Santé Treinamento Funcional;171;56725;;0;46088
2020/02;1278;Head Office;316;22756;;4262;0
2020/02;1280;Academia La Santé!;77;14234;;0;0
2020/02;1284;Tribo Fitness Mesquita;151;22981;;2256;15593
2020/02;1291;Elite Cross;81;10554;;2802;0
2020/02;1300;Clínica Fitness D2;121;29820;;158;6522
2020/02;1301;Novo Futuro Studio;20;6406;;703;668
2020/02;1305;MOV CLUBE FITNESS;94;11877;;6544;588
2020/02;1308;TIA ILKA - ALPHAVILLE;263;59999;;32073;0
2020/02;1310;PRIX;821;85016;;24940;22525
2020/02;1318;Evolua Morro da Fumaça;53;10407;;0;0
2020/02;1322;Yôga School;125;29461;;13185;0
2020/02;1328;UPLAY FITNESS - AV BRASILIA;684;71672;;29700;34000
2020/02;1334;TIA ILKA - UNIDADE OESTE;415;102490;;45404;0
2020/02;1341;Academia World Fitness;186;21235;;0;4769
2020/02;1344;Movimento A Instituto de Saúde Física e Mental;74;12749;;4334;166
2020/02;1346;MegaRace Centro Fitness;221;29811;;1191;7526
2020/02;1353;Hama Pilates Premium;96;38575;;2373;0
2020/02;1361;max training;132;17715;;4251;8104
2020/02;1371;DOMINIO FITNESS;1502;59846;;32462;0
2020/02;1376;H2o Studio - Treinamento funcional e Pilates;110;60606;;27756;0
2020/02;1390;Crossfit Maringá 2;61;8480;;806;3859
2020/02;1392;Shamu Natação;249;38941;;16350;0
2020/02;1400;WA Danças - Unidade Paulista;383;82810;;12573;54863
2020/02;1408;Penduricália Acrobacia Aérea;55;11990;;0;0
2020/02;1435;CROSSTAINER;165;27337;;7839;5882
2020/02;1436;Unidade Glória - RTesser Life Studio;42;16474;;0;0
2020/02;1437;Meu Personal de Bolso;28;1026;;0;0
2020/02;1456;BOX SE7E;94;10980;;0;635
2020/02;1463;JAB L.U.T.A.S.;159;31545;;21385;1167
2020/02;1478;Akacia Amarela;28;6563;;0;0
2020/02;1494;Plié Namastê Studio;61;6524;;0;0
2020/02;1512;FORMA FITNESS ACADEMIA;89;3100;;0;0
2020/02;1539;Primal Cross;38;3340;;0;0
2020/02;1570;Steel Giants;164;21634;;10424;5091
2020/02;1571;Armel CrossFit;164;48079;;5567;33099
2020/02;1577;Split Pole Studio;35;5875;;273;0
2020/02;1580;CROSSFIT PARAGUAÇU;71;7632;;0;0
2020/02;1588;Studio Latos Pilates;17;7102;;0;0
2020/02;1599;Tribo - Vale do Sol;158;13373;;0;1674
2020/02;1600;Viva Bem;21;2350;;0;0
2020/02;1601;CT Evox;65;9883;;4107;0
2020/02;1606;Tribo fitness Unidade Curvelo;63;35978;;0;1317
2020/02;1614;Pratique Cross;59;6062;;943;0
2020/02;1618;Academia Body Fit - Unidade 2;713;80267;;44305;0
2020/02;1630;13 PHD SPORTS - VIP - CAJURU 1630;337;29644;;1365;19161
2020/02;1633;KOR CROSSFIT 2;56;14096;;0;13012
2020/02;1649;CF SOLDIERS;68;12338;;6297;2486
2020/02;1650;NEOFITNESS;414;94386;;31648;0
2020/02;1664;Soc Emp Alive Studios LTDA;45;5694;;38;4025
2020/02;1684;Instituto Verbalize;93;25851;;541;7564
2020/02;1687;LIFIT TRAINING - A. RATOS;71;8522;;899;5634
2020/02;1690;Barong Crossfit;104;16178;;7978;3647
2020/02;1705;Flashover Bancários;160;14719;;3318;6186
2020/02;1713;Núcleo 7 Esferas do Tao;110;16788;;300;7134
2020/02;1717;Studio Personal Trainer Mogi - Adão Silva;90;12119;;6091;1588
2020/02;1721;Gym Pilates - Alphaville;87;31504;;0;0
2020/02;1729;CT SEARA - Vôlei de praia;29;4127;;222;0
2020/02;1732;ABS Studio Personalizado;35;10168;;2660;0
2020/02;1739;Acqua Fitness;667;84085;;62705;3282
2020/02;1740;Pura Vida Pilates;97;21170;;0;0
2020/02;1752;PROLOGUE Box CrossFit;136;32001;;0;11668
2020/02;1756;Crossfire;159;20033;;13355;249
2020/02;1766;BABY GYM - ACADEMIA PARA BEBÊS;37;12997;;5652;1274
2020/02;1780;Corpilates – Equilíbrio e Saúde;84;25445;;18924;0
2020/02;1790;Alive Natação;98;18575;;1836;0
2020/02;1791;Up Fit Studio Personal Trainer;18;8705;;0;0
2020/02;1794;Clube Náutico Riachuelo;7;5890;;0;173
2020/02;1801;Juninho Tennis;96;24692;;4663;3530
2020/02;1815;CENTRAL FITNESS;465;39553;;3360;12699
2020/02;1825;Vsa fitness;257;16220;;0;0
2020/02;1826;Tribo Fitness São Carlos;32;3618;;0;0
2020/02;1831;Maisstreino;64;15496;;0;9845
2020/02;1833;11 PHD SPORTS - UBERABA 1833;391;31979;;3786;18609
2020/02;1836;HJ Fitness;1141;109782;;25819;36486
2020/02;1888;Osy Fit - Maracana;831;79922;;41049;0
2020/02;1898;Oasis Academia;582;40390;;3973;24181
2020/02;1912;TRIBO FITNESS ANGRA;161;15088;;0;1549
2020/02;1920;Cityvida Capão Bonito;599;44200;;13975;4796
2020/02;1921;Power Training;104;8930;;0;0
2020/02;1927;Boa forma studio personal e treinamento funcional;100;13670;;0;0
2020/02;1934;Cross1Fit;42;8769;;0;5808
2020/02;1936;CFP9 CasaShopping;444;144337;;9743;121677
2020/02;1943;Academia Ramirez;91;12382;;2397;1252
2020/02;1945;MAFIA CF CROSSTRAINING;42;6292;;3034;877
2020/02;1949;BABY GYM;25;6419;;2986;1693
2020/02;1951;AKTIVE CENTRO DE SAUDE E BEM ESTAR;270;18527;;0;0
2020/02;1954;EMAGREFIT;46;11460;;0;0
2020/02;1955;KOR CrossFit;188;46152;;0;40548
2020/02;1966;Academia Bio Fitness;989;82068;;36254;903
2020/02;1967;centro de treinamento body & soul;40;15598;;0;10554
2020/02;1990;Tribo fitness unidade Belém;136;11202;;0;1586
2020/02;1991;CT BOLA PRA CIMA;162;15603;;0;0
2020/02;1992;Kahu CrossFit;124;35147;;0;19325
2020/02;1996;Elleven Futebol Studio;103;16452;;5122;6648
2020/02;1998;STUDIO BROOK FIGHTER;79;11594;;5706;300
2020/02;2000;Saúde e fitness;77;10530;;0;0
2020/02;2022;VIVA ACADEMIA DE NATAÇÃO E HIDROGINÁSTICA;140;23708;;10080;0
2020/02;2023;UNIDADE 1 ITAPARK;470;35028;;16691;1438
2020/02;2027;JSJ ESPORTES E ENTRETENIMENTO LTDA;198;21796;;8066;0
2020/02;2028;MOREIRA FIT I;60;3280;;0;0
2020/02;2034;ACADEMIA COLISEO;955;79023;;3950;53716
2020/02;2087;Studio Angelo Molina;62;21269;;0;14499
2020/02;2088;UPEX FIT;640;68262;;42005;0
2020/02;2092;SOU PILATES;52;13207;;76;0
2020/02;2103;2103;0;0;;;
2020/02;2139;Intense Fitness Itabira;107;22497;;3354;602
2020/02;2174;Unit55 CrossFit;199;36044;;0;28378
2020/02;2179;CROSSBOX;150;10829;;0;987
2020/02;2193;OSY FIT - Guaraituba;514;55087;;22736;0
2020/02;2198;Centro de Treinamento Team Cruz;197;30081;;3076;18462
2020/02;2204;ARENA EKO;109;11193;;853;7320
2020/02;2205;I9 CROSSFIT;105;18315;;3557;9890
2020/02;2216;Estúdio Andréa Schaidt;27;4830;;0;0
2020/02;2224;Bravus centro de treinamento;118;17177;;1904;4809
2020/02;2229;Fit House;88;8263;;0;3283
2020/02;2231;Centro de Natação Camboriú;290;38980;;6469;7069
2020/02;2240;Grupo Joyce Fitness;174;39479;;2992;0
2020/02;2265;CFJM;152;26493;;7684;10040
2020/02;2276;ACADEMIA R2;504;56445;;44065;1605
2020/02;2303;Studio Funcional 360 Studio;132;13794;;3616;7555
2020/02;2312;Studio Nataraja Flow Yoga;91;62280;;51368;2534
2020/02;2344;Tribo fitness São luis Maranhão;64;9189;;3219;0
2020/02;2360;BIOTRAINING;319;22343;;10704;250
2020/02;2367;Academia Black Bull Fit;337;33147;;14140;10131
2020/02;2387;Vitta Physio;69;10726;;5064;0
2020/02;2389;Arena;83;10690;;6793;0
2020/02;2397;Vessel CrossFit;113;23461;;1101;9015
2020/02;2408;Studio Core - Saúde & Performance;48;11847;;0;4084
2020/02;2419;BODYFIT - Movimente-se!;195;13035;;0;0
2020/02;2433;CROSSFIT ESTIVADORES;186;41679;;30041;0
2020/02;2448;Focus Gym;253;14131;;4626;0
2020/02;2473;EDER PIRES RUN & FITNESS ASSESSORIA;83;4230;;234;0
2020/02;2490;Crossfit 6450;127;35347;;3611;21770
2020/02;2497;Cross Let's Wod Americana;209;18553;;1013;14767
2020/02;2501;Bodytrend;27;12057;;0;0
2020/02;2502;Extremo vigor academia;283;20458;;4917;0
2020/02;2516;ATP ENERGY ACADEMIA;209;21236;;5337;9052
2020/02;2518;Fort Cross;184;40936;;15310;0
2020/02;2522;Academia Vita FIT;154;9958;;799;3227
2020/02;2525;HI Power Fitness Center;262;25634;;7035;0
2020/02;2536;Crossfit 79;136;47818;;6956;34891
2020/02;2543;Tubarão CrossFit;150;20382;;11915;0
2020/02;2544;Crossfit Invictus MG;78;11217;;6747;0
2020/02;2550;RIP HUMAN PERFORMANCE - ÁGUA VERDE;53;7343;;2143;3358
2020/02;2565;STUDIO ÃNANDDA;163;51540;;31549;6351
2020/02;2569;CrossFit Guepardo;219;59334;;23690;21032
2020/02;2572;Academia Vibe;239;16479;;4799;4
2020/02;2577;32 PHD SPORTS - JARDIM DA AMERICAS;448;32845;;3542;18280
2020/02;2601;Musculação Estivadores;224;21637;;10648;3823
2020/02;2609;CrossTx;52;8325;;0;0
2020/02;2610;CROSSFIT LP;120;15275;;5490;0
2020/02;2613;OverFit;492;37306;;9309;10264
2020/02;2624;Crossfit Caçadores;121;18435;;0;0
2020/02;2633;SER ATIVO - STUDIO E ASSESSORIA ESPORTIVA;47;7540;;0;4472
2020/02;2647;26 PHD SPORTS - Boqueirão 2647;296;19998;;6125;644
2020/02;2648;Mangata Crossfit;161;21777;;12395;0
2020/02;2649;Arbo Crossfit;293;56371;;11039;31974
2020/02;2661;Muscle Room;68;8573;;3174;4584
2020/02;2663;Yoga OM;67;16645;;557;5235
2020/02;2671;Eiger Crossfit;65;12245;;800;9525
2020/02;2679;Pilates OldSchool;5;1837;;0;0
2020/02;2696;Brolex Body Studio;260;43447;;30917;0
2020/02;2698;Academia Force Fit;303;20759;;2372;0
2020/02;2709;ACADEMIA DUQUE DE CAXIAS;1229;0;;0;0
2020/02;2712;Studio Gil Pilates;39;10173;;8641;0
2020/02;2713;CROSSFIT CRISTO REI;98;18872;;17965;0
2020/02;2720;CARDIO FITNESS TREINAMENTO FUNCIONAL;50;7749;;0;0
2020/02;2725;Acqua life baby&kids;240;48688;;3858;26162
2020/02;2738;Personal Diogo Machado;53;2996;;0;0
2020/02;2742;Studio Evolution Fitness;400;50212;;18728;0
2020/02;2747;Condá CrossFit;225;45506;;7506;21001
2020/02;2759;Prime Fit;615;54718;;15095;3766
2020/02;2792;Baby Gym Bento;30;3121;;597;1031
2020/02;2807;cosenza team;45;5164;;654;0
2020/02;2811;Crossfit Beach 787;264;42195;;13282;3964
2020/02;2838;Rizerva Zen;17;6163;;4323;0
2020/02;2843;Reino CrossFit;83;20454;;0;1691
2020/02;2858;Espaço One;0;44689;;4220;0
2020/02;2864;5FTraining;48;11138;;1523;7969
2020/02;2870;Fisiform;392;65715;;36024;125
2020/02;2887;Academia Mahatma;1006;118964;;80455;0
2020/02;2890;PRIME SHAPE;536;43820;;15615;0
2020/02;2892;Corpus Cristo Rei;389;29654;;10759;10572
2020/02;2895;ACADEMIA MC SPORTS;1127;174000;;76242;0
2020/02;2898;Happiness Academia em Movimento;499;43381;;16879;14932
2020/02;2899;CF Blackfoxx;79;9789;;2326;3631
2020/02;2922;Crossfit Locomotiva;148;30035;;10357;11941
2020/02;2925;ACADEMIA LIFE FITNESS;306;31854;;2932;3849
2020/02;2932;ACADEMIA SKY BLUE;398;29658;;5471;11968
2020/02;2940;Crossfit High Pulse - Matriz;157;28599;;21280;1406
2020/02;2967;ESTÚDIO PERSONALE;123;39427;;16478;0
2020/02;2972;CROSSFIT SCAR;118;30068;;7860;7790
2020/02;2977;Studio Rafael Alvares metodologia de treinamento fisico;30;7430;;0;0
2020/02;2983;05 PHD SPORTS - PORTÃO 2983;444;38923;;4565;23944
